,Model,Overall_rating,Date,Review,Style,Comfort,Fuel_Economy,Performance,Value_for_Money
1037, Suzuki Liana RXi,5," Apr 12, 2011","

Was afraid when decided to purchase this wounder full car due to comments from the market but loved its comfortability. Buy one car and sold it with 80K profit in market then got an other one and now have very good offers (profit about 65K) but not selling it again as Love this car. Its better then Cultus (9 Lack), Mehran (6 Lack .....GOD Very expensive)  or Alto (7 Lack) .....Love this car and enjoying its ride. Very good milage on CNG and Petrol, Chilling AC, very good Pick on CNG and Amazing on Petrol....runs 160km/h easily on CNG with 5 peoples. I don't understand the people who said this is not good by mechanically or have no Resale.Was difficult to purchase second time as the people who have liana DONT WANT TO SALE IT as they compare it with Mehran, Alto,Cultus, Santro, Coure as per its price....LOVE LIANA.......
 

                More
                
 
                Less
                
 
",5,5,5,5,5
1038, Suzuki Cultus,4," Apr 11, 2011","
Suzuki Cultus (Non-Efi) is a good practical car. It has a very decent engine, superb mileage, good road grip, responsive handling, capable suspension system and ample interior space.The car runs superb on petrol as well as CNG and gives excptional fuel average.It has high ground clearance and it is very well built (atleast my car, which is 2003 model).This car is with me for quite sometime and it has never given me any problems whatsoever. I just put fuel in it and drive it.I love my Cultus...............
",4,4,5,5,5
1039, Suzuki Swift DX 1.3,4," Apr 10, 2011","
Hi     Its salman wasim sheikh from sialkot.i personaly like this car so much....love this body shape and look.i have a personal point of view that CNG should be installed by the factory in all the versions of swift.....then it will be a perfect ecnomical car.....thanks
",5,4,4,3,3
1040, Suzuki Mehran VX (CNG),2," Apr 05, 2011","
Its  a nice  car,and  good  for  big cities ,and  one  can  save  a lot  of  money,but  its  not  that  comfortable ,but you  can  find  mechanic every  were,and  spare parts are cheep,and  most of  all its  ever  green.It  need  less engine oil ,very good  millage,look  is  good  , and now  its  available in  variety of colors ,it can  easy  reach 110,115 on cng,so  its  a good  news  too,the cost  is  not  very  high for  a new one.     
",2,1,3,3,5
1041, Suzuki Swift DLX 1.3,4," Mar 25, 2011","

When I bought the new Swift in August 2010, I was disappointed with its fuel consumption. First 5-10 tanks just disappeared.It would simply refuse to give me anything more than 220-250 Km in a tank. [5-6Km/L] It was a horrific experience. At 1000Km mark, got the tuning done. The average was still the same .. horrible!But without doing anything, the average kept improving. By the time it had done 4000Km, I was getting 430-440 Km in a tank in the city. And every time on refueling it takes 39 liters to fill up the tank. Means when I refuel, there is always 4 liters of petrol still in the tank. So basically I am getting 430-440Km in 39 liters within city. That’s pretty neat.Suzuki recommended that it doesn't need an oil change till it has done 5000Km. And since this car is very sparingly used, it took 7 months until it was ready for its OIL/FILTER change. So they changed the oil (ZIC) and oil filter and said everything else is fine.Luckily I had to go to Islamabad so I decided to take this little monster on the highway to see how it performs in terms of fuel consumption. Filled it up, again as usual 39L.We took the motorway. Tried to keep the RPM at or below 3. With the Swift, it’s easily possible to drive at 100-110Km/h with the RPM comfortably below 3. Since it’s gotten pretty hot for the road, used the A/C throughout. To my surprise, we reached Islamabad, attended a wedding in Pindi, went back to Islamabad and next morning came back to Lahore via GT Road. All in ONE tank only. It was simply unbelievable. Back to back, we drove 728 kilometers with A/C in a single tank. And yes, when I refueled again at home it did take 39L only … which is funny. :o)VERDICT: Fuel Consumption AverageCity = 11.15 Km/LHighway = 18.66 Km/L
 

                More
                
 
                Less
                
 
",4,4,5,2,5
1042, Suzuki Alto VXR (CNG),2," Mar 24, 2011","

I have had purchased an Alto CNG VXR in August 2005. Changed the Rims to 13"" with new Tyres. Even then it had the worst braking and road grip. Slightly better than Mehran in comfort, but NOT value for money. Two of people I know, having Alto, faced accidents, pretty bad, due to braking and road grip. Fuel economy is Good. It consumes slightly more than Mehran, still very good for a 970 cc engine. Engine is old and gets very noisy when u drive it for more than 25000 km. Parts are also very expensive, you can ask your dealer about it, as compared to Mehran. I DONT SUGGEST BUYING IT.
 

                More
                
 
                Less
                
 
",3,2,1,1,3
1043, Suzuki Alto VXR (CNG),5," Mar 21, 2011","

i was finding 2nd car which is economical and low maintenance cost, so i got Suzuki Alto , ill go with pros and cons of car(as up till now with my experience of car)Pros:Spare Parts are really cheapMaintenance cost is almost same as of MehranExcellent Road Grip (Got 13"" Alloy Rims with Dunlop Tyres)Brakes are ExcellentPreety Chill A/C,Quality of Car is really Good(interior and exterior)Cons:I am getting low Mileage on CNG(might bi i m new to it and driving in city) avg 120-130kms/cylinderEngine is very NoisyVery sensitive Electronic SystemSuspension is pretty Hard (1st and 2nd gear) rest are very smoothOver All really very good Car , i think that Alto should be preferred over Core , Sentro , Mehran, you can say its 2nd Mehran with really improvements :D
 

                More
                
 
                Less
                
 
",5,5,5,4,3
1044, Suzuki Alto VXR (CNG),5," Mar 19, 2011","

This car shows how Japanese manufacturers are taking advantage of our nation's technical ignorance. Despite being a very rich country, they are delivering this car in their country with very smart engine, its average on petrol is 4.2 L / 100km. And in Pakistan they are delivering it with 80's potohar carburetor engine with average 6 L /100 km on petrol. In city it becomes worse as 10L/100km. Thats why Japanese manufacturers never mention fuel consumption in their specs. However, we are thankful to them at-least they are providing us cars that run on our bumpy roads for years. This car would be my first choice to buy if provided with Suzuki's latest K6A 660cc engine. So that I can happily drive it on petrol in CNG shortage periods. And will be good replacement for my old Mehran.
 

                More
                
 
                Less
                
 
",5,5,5,5,1
1045, Suzuki Mehran VXR (CNG),3," Mar 12, 2011","
mehran i know is not a good car in comfort but it amazing in value of money i have bought my mehran in 2006 2nd hand orignal owner bought it in 2004 price 445000 and after two years he sell me this car at 433000 now i have used it 4 years and sell it on 435000 if any one have this type of car in whole world please tell me
",2,3,5,5,5
1046, Suzuki Mehran VX (CNG),1," Mar 08, 2011","
Suzuki Mehran is not a good car by all standards. But its amazing sales volumes over the years have proved one thing. Suzuki Motors monopoly over pakistani automobiles market has earned them big fortunes. And it will likely continue . Chevorlet did come into market but people did not like its cars. Its sales volume kept low so did not compete against Suzuki.i wonder why people like Suzuki so much ...its just because re-sale value of its cars and cheap maintenance costs. hardly there was a car by suzuki that did not sell well. 
",1,1,1,1,1
1047, Suzuki Mehran,0," Mar 08, 2011","
Buy a suzuki in 0.5 million with recycled metal,(like cooking oil can,s) with decades old technology,no power steering,no power window, no A/C ,no sound system,no alloy rims,no seat covers ,and most important no SEAT BELT (so its make the mehran the one and only in the modren history without seat belt) suzuki is national shame for japan THINK JAPS
",0,0,0,0,0
1048, Suzuki Mehran,1," Mar 08, 2011","

Mehran is the biggest crap in the worlds... I used that scrap for about 1YEAR and wht i got is ingries thanks to suspension of mehran... For God sake plzz atleast put shokes in the rear wheels instead of kamaniiiss..We peoples are v v v big  losers bcaz we even think while buying this crap and v buy iit for much more prices than it deserves... i prefer not to buy it at any coost plzzzz......No comfort. No saftey. No performence at all. No fuel economy. fuel economy is better in ALTO thn Mehran....! Price is to much i suggest tht instead of spending 5 to 6 lacs on  tht crap buy a cd 70....U also  find This features in CD70.........????????!!!@@!!
 

                More
                
 
                Less
                
 
",1,0,1,0,1
